CÃ“DIGO,C.P.,POBLACION,PROVINCIA,CERCANIAS,FEVE,AVE,numero_estaciones
5304,33191,oviedo,asturias,NO,SI,NO,15
5135,15368,ortigueira,coruna_a,NO,SI,NO,7
20216,27310,ribas_de_sil,lugo,NO,NO,NO,1
5253,33155,cudillero,asturias,NO,SI,NO,11
5269,33789,valdes,asturias,NO,SI,NO,7
60107,28021,madrid,madrid,SI,NO,NO,39
60101,28021,madrid,madrid,SI,NO,NO,39
5329,33130,muros_de_nalon,asturias,NO,SI,NO,2
22003,27437,panton,lugo,NO,NO,NO,2
5776,24890,garrafe_de_torio,leon,NO,SI,NO,6
70101,28830,san_fernando_de_henares,madrid,SI,NO,NO,1
51406,11100,san_fernando,cadiz,SI,NO,NO,2
51402,11100,san_fernando,cadiz,SI,NO,NO,2
62100,3349,albatera,alicante,SI,NO,NO,1
43000,41015,sevilla,sevilla,SI,NO,NO,10
35604,28924,alcorcon,madrid,SI,NO,NO,3
16405,33417,castrillon,asturias,SI,NO,NO,6
43021,21610,san_juan_del_puerto,huelva,NO,NO,NO,1
13208,48013,bilbao,bizkaia,SI,NO,NO,14
5436,33958,san_martin_del_rey_aurelio,asturias,NO,SI,NO,7
5251,33155,cudillero,asturias,NO,SI,NO,11
20113,24398,congosto,leon,NO,NO,NO,1
34013,37340,san_morales,salamanca,NO,NO,NO,1
55014,11320,jimena_de_la_frontera,cadiz,NO,NO,NO,2
5627,39539,alfoz_de_lloredo,cantabria,NO,SI,NO,1
34005,5350,san_pedro_del_arroyo,avila,NO,NO,NO,1
22004,27470,panton,lugo,NO,NO,NO,2
5306,33119,oviedo,asturias,NO,SI,NO,15
12009,40410,espinar_el,segovia,NO,NO,NO,3
5327,33129,pravia,asturias,NO,SI,NO,6
5321,33828,candamo,asturias,NO,SI,NO,3
5573,33596,llanes,asturias,NO,SI,NO,11
55018,11368,san_roque,cadiz,NO,NO,NO,1
5115,15560,san_sadurnino,coruna_a,NO,SI,NO,3
5659,39619,medio_cudeyo,cantabria,NO,SI,NO,4
11511,20012,donostia,gipuzkoa,SI,NO,NO,7
51414,11007,cadiz,cadiz,SI,NO,NO,5
5432,33947,san_martin_del_rey_aurelio,asturias,NO,SI,NO,7
35405,6500,san_vicente_de_alcantara,badajoz,NO,NO,NO,1
5645,39549,san_vicente_de_la_barquera,cantabria,NO,SI,NO,2
5102,15404,ferrol,coruna_a,NO,SI,NO,2
10201,28292,galapagar,madrid,SI,NO,NO,2
5319,33829,candamo,asturias,NO,SI,NO,3
43004,41800,sanlucar_la_mayor,sevilla,SI,NO,NO,1
79403,8930,sant_adria_de_besos,barcelona,SI,NO,NO,1
78802,8030,barcelona,barcelona,SI,NO,NO,10
79501,8392,sant_andreu_de_llavaneres,barcelona,SI,NO,NO,1
79104,8470,sant_celoni,barcelona,SI,NO,NO,1
72502,8190,sant_cugat_del_valles,barcelona,SI,NO,NO,1
72301,8980,sant_feliu_de_llobregat,barcelona,SI,NO,NO,1
62109,3005,alicante,alicante,SI,NO,NO,3
78501,25270,sant_guim_de_freixenet,lleida,NO,NO,NO,1
72302,8970,sant_joan_despi,barcelona,SI,NO,NO,1
79304,17464,sant_jordi_desvalls,girona,NO,NO,NO,1
77104,8592,sant_marti_de_centelles,barcelona,SI,NO,NO,1
78502,8282,sant_marti_sesgueioles,barcelona,NO,NO,NO,1
79306,17475,sant_miquel_de_fluvia,girona,NO,NO,NO,1
78610,8232,viladecavalls,barcelona,SI,NO,NO,2
79602,8395,sant_pol_de_mar,barcelona,SI,NO,NO,1
77113,8580,sant_quirze_de_besora,barcelona,SI,NO,NO,1
72207,8770,sant_sadurni_d_anoia,barcelona,SI,NO,NO,1
71600,43880,vendrell_el,tarragona,SI,NO,NO,2
78604,8295,sant_vicenc_de_castellet,barcelona,SI,NO,NO,1
60913,3690,san_vicente_del_raspeig,alicante,SI,NO,NO,1
5459,48013,bilbao,bizkaia,NO,SI,NO,14
5384,33685,ribera_de_arriba,asturias,NO,SI,NO,3
5376,33612,mieres,asturias,NO,SI,NO,11
14208,39450,molledo,cantabria,SI,NO,NO,2
66005,45370,santa_cruz_de_la_zarza,toledo,NO,NO,NO,1
13104,1400,laudio,araba,SI,NO,NO,3
50200,13730,santa_cruz_de_mudela,ciudad_real,NO,NO,NO,1
70109,28031,madrid,madrid,SI,NO,NO,39
16001,33669,oviedo,asturias,SI,NO,NO,15
67105,44360,santa_eulalia,teruel,NO,NO,NO,1
5103,15570,naron,coruna_a,NO,SI,NO,9
5625,39530,reocin,cantabria,NO,SI,NO,3
15109,24650,pola_de_gordon_la,leon,NO,NO,NO,2
5313,33892,grado,asturias,NO,SI,NO,4
70404,42260,santa_maria_de_huerta,soria,NO,NO,NO,1
10206,28296,santa_maria_de_la_alameda,madrid,NO,NO,NO,2
5131,15349,ortigueira,coruna_a,NO,SI,NO,7
74207,22820,penas_de_riglos_las,huesca,NO,NO,NO,3
5261,33158,cudillero,asturias,NO,SI,NO,11
77003,8130,santa_perpetua_de_mogoda,barcelona,SI,NO,NO,1
79608,8398,santa_susanna,barcelona,SI,NO,NO,1
14223,39002,santander,cantabria,SI,SI,NO,8
15014,24330,santas_martas,leon,NO,NO,NO,1
31400,15702,santiago_de_compostela,coruna_a,NO,NO,SI,1
5231,33458,castrillon,asturias,NO,SI,NO,6
5239,33129,pravia,asturias,NO,SI,NO,6
5752,34879,santibanez_de_la_pena,palencia,NO,SI,NO,2
15202,33611,mieres,asturias,SI,NO,NO,11
13405,48980,santurtzi,bizkaia,SI,NO,NO,2
78203,22200,sarinena,huesca,NO,NO,NO,1
31108,49591,riofrio_de_aliste,zamora,NO,NO,NO,3
20305,27600,sarria,lugo,NO,NO,NO,2
67205,44460,sarrion,teruel,NO,NO,NO,1
60904,3630,sax,alicante,NO,NO,NO,1
5537,33584,pilona,asturias,NO,SI,NO,4
5111,15570,naron,coruna_a,NO,SI,NO,9
67214,12400,segorbe,castellon,SI,NO,NO,2
67215,12400,segorbe,castellon,SI,NO,NO,2
12100,40006,segovia,segovia,NO,NO,NO,2
8004,40006,segovia,segovia,NO,NO,SI,2
78504,8281,calaf,barcelona,NO,NO,NO,2
51404,11012,cadiz,cadiz,SI,NO,NO,5
71602,43882,calafell,tarragona,SI,NO,NO,2
22107,36494,arbo,pontevedra,NO,NO,NO,2
5137,15368,ortigueira,coruna_a,NO,SI,NO,7
15302,33697,gijon,asturias,SI,NO,NO,11
13401,48910,sestao,bizkaia,SI,NO,NO,3
55005,11692,setenil_de_las_bodegas,cadiz,NO,NO,NO,1
51003,41007,sevilla,sevilla,SI,NO,SI,10
5967,30360,union_la,murcia,NO,SI,NO,4
14214,39317,torrelavega,cantabria,SI,NO,NO,7
66204,46392,siete_aguas,valencia,SI,NO,NO,1
70302,19250,siguenza,guadalajara,NO,NO,NO,1
64200,46460,silla,valencia,SI,NO,NO,1
79202,17410,sils,girona,NO,NO,NO,1
71701,8870,sitges,barcelona,SI,NO,NO,2
20210,32330,carballeda_de_valdeorras,ourense,NO,NO,NO,1
60406,13630,socuellamos,ciudad_real,NO,NO,NO,1
5467,48830,guenes,bizkaia,NO,SI,NO,7
18101,28013,madrid,madrid,SI,NO,NO,39
5665,39710,medio_cudeyo,cantabria,NO,SI,NO,4
69102,46430,sollana,valencia,SI,NO,NO,2
5738,9572,valle_de_valdebezana,burgos,NO,SI,NO,2
67217,12480,soneja,castellon,SI,NO,NO,1
82100,42005,soria,soria,NO,NO,NO,1
5790,24815,cistierna,leon,NO,SI,NO,2
5405,33393,gijon,asturias,NO,SI,NO,11
5539,33585,parres,asturias,NO,SI,NO,6
5255,33156,cudillero,asturias,NO,SI,NO,11
15208,33696,ribera_de_arriba,asturias,SI,NO,NO,3
5233,33126,soto_del_barco,asturias,NO,SI,NO,3
70112,28850,torrejon_de_ardoz,madrid,SI,NO,NO,2
5308,33119,oviedo,asturias,NO,SI,NO,15
5734,9568,merindad_de_sotoscueva,burgos,NO,SI,NO,1
5437,33950,san_martin_del_rey_aurelio,asturias,NO,SI,NO,7
69103,46410,sueca,valencia,SI,NO,NO,1
12007,28480,guadarrama,madrid,NO,NO,NO,1
5265,33780,valdes,asturias,NO,SI,NO,7
80108,31300,tafalla,navarra,NO,NO,NO,1
35200,45600,talavera_de_la_reina,toledo,NO,NO,NO,1
5293,33747,tapia_de_casariego,asturias,NO,SI,NO,1
66006,16400,tarancon,cuenca,NO,NO,NO,1
84103,42294,tardelcuende,soria,NO,NO,NO,1
78200,22240,tardienta,huesca,NO,NO,SI,1
71500,43004,tarragona,tarragona,NO,NO,NO,2
78408,25300,tarrega,lleida,NO,NO,NO,1
69105,46760,tavernes_de_la_valldigna,valencia,SI,NO,NO,1
20316,15310,curtis,coruna_a,NO,NO,NO,2
60206,45770,tembleque,toledo,NO,NO,NO,1
78700,8221,terrassa,barcelona,SI,NO,NO,2
78710,8227,terrassa,barcelona,SI,NO,NO,2
70505,50293,terrer,zaragoza,NO,NO,NO,1
67200,44001,teruel,teruel,NO,NO,NO,1
40122,41340,tocina,sevilla,SI,NO,NO,2
5295,33794,castropol,asturias,NO,SI,NO,5
92102,45006,toledo,toledo,NO,NO,SI,1
11500,20400,tolosa,gipuzkoa,SI,NO,NO,2
11501,20400,tolosa,gipuzkoa,SI,NO,NO,2
20204,24560,toral_de_los_vados,leon,NO,NO,NO,1
5547,33587,parres,asturias,NO,SI,NO,6
79607,8490,tordera,barcelona,SI,NO,NO,1
77111,8570,torello,barcelona,SI,NO,NO,1
31006,49800,toro,zamora,NO,NO,NO,1
70400,42230,medinaceli,soria,NO,NO,NO,2
78801,8033,barcelona,barcelona,SI,NO,NO,10
20109,24370,torre_del_bierzo,leon,NO,NO,NO,2
54514,29640,fuengirola,malaga,SI,NO,NO,4
65306,12596,torreblanca,castellon,NO,NO,NO,1
71503,43830,torredembarra,tarragona,NO,NO,NO,1
70102,28850,torrejon_de_ardoz,madrid,SI,NO,NO,2
14213,39300,torrelavega,cantabria,SI,NO,NO,7
5621,39300,torrelavega,cantabria,NO,SI,NO,7
62104,3320,elche,alicante,SI,NO,NO,3
10103,28250,torrelodones,madrid,SI,NO,NO,1
54509,29620,torremolinos,malaga,SI,NO,NO,5
54512,29639,benalmadena,malaga,SI,NO,NO,2
61304,30700,torre_pacheco,murcia,NO,NO,NO,2
67101,44393,torrijo_del_campo,teruel,NO,NO,NO,1
35105,45500,torrijos,toledo,NO,NO,NO,1
65400,43500,tortosa,tarragona,NO,NO,NO,2
77305,17536,toses,girona,SI,NO,NO,1
6003,30850,totana,murcia,SI,NO,NO,1
13502,48510,valle_de_trapaga_trapagaran,bizkaia,SI,NO,NO,2
5487,48879,artzentales,bizkaia,NO,SI,NO,2
5217,33468,corvera_de_asturias,asturias,NO,SI,NO,6
5641,39592,valdaliga,cantabria,NO,SI,NO,2
5203,33211,gijon,asturias,NO,SI,NO,11
5403,33211,gijon,asturias,NO,SI,NO,11
17004,28760,tres_cantos,madrid,SI,NO,NO,1
5683,39760,barcena_de_cicero,cantabria,NO,SI,NO,3
5311,33119,oviedo,asturias,NO,SI,NO,15
81202,31500,tudela,navarra,NO,NO,NO,1
16002,33910,oviedo,asturias,SI,NO,NO,15
22401,36715,tui,pontevedra,NO,NO,NO,3
5421,33935,langreo,asturias,NO,SI,NO,9
5689,39860,ampuero,cantabria,NO,SI,NO,2
13110,48490,ugao_miraballes,bizkaia,SI,NO,NO,1
80005,31840,uharte_arakil,navarra,NO,NO,NO,1
15200,33640,mieres,asturias,SI,NO,NO,11
5375,33612,mieres,asturias,NO,SI,NO,11
65314,43550,ulldecona,tarragona,NO,NO,NO,1
5722,9586,valle_de_mena,burgos,NO,SI,NO,4
60914,3690,alicante,alicante,SI,NO,NO,3
51416,11510,puerto_real,cadiz,SI,NO,NO,3
19001,28049,alcobendas,madrid,SI,NO,NO,2
17009,28049,madrid,madrid,SI,NO,NO,39
5649,39560,val_de_san_vicente,cantabria,NO,SI,NO,2
13507,48530,ortuella,bizkaia,SI,NO,NO,3
11506,20130,urnieta,gipuzkoa,SI,NO,NO,1
77307,17538,alp,girona,SI,NO,NO,2
70801,50180,utebo,zaragoza,SI,NO,NO,1
66200,46300,utiel,valencia,SI,NO,NO,2
51200,41710,utrera,sevilla,SI,NO,NO,1
31411,15690,arteixo,coruna_a,NO,NO,NO,1
78606,8294,vacarisses,barcelona,SI,NO,NO,2
78607,8233,vacarisses,barcelona,SI,NO,NO,2
5749,34484,dehesa_de_montejo,palencia,NO,SI,NO,1
71205,50709,caspe,zaragoza,NO,NO,NO,2
5757,24889,valderrueda,leon,NO,SI,NO,3
98304,28055,madrid,madrid,SI,NO,NO,39
14230,39011,santander,cantabria,SI,NO,NO,8
5602,39011,santander,cantabria,NO,SI,NO,8
51417,11500,puerto_de_santa_maria_el,cadiz,SI,NO,NO,2
42012,21330,cortegana,huelva,NO,NO,NO,1
19002,28100,alcobendas,madrid,SI,NO,NO,2
60104,28340,valdemoro,madrid,SI,NO,NO,1
50102,13300,valdepenas,ciudad_real,NO,NO,NO,1
5797,24847,valdepielago,leon,NO,SI,NO,1
5807,24891,santander,cantabria,NO,SI,NO,8
5416,33938,siero,asturias,NO,SI,NO,17
10503,47240,valdestillas,valladolid,NO,NO,NO,1
37409,6474,valdetorres,badajoz,NO,NO,NO,1
5257,33157,cudillero,asturias,NO,SI,NO,11
35406,10500,valencia_de_alcantara,caceres,NO,NO,NO,1
3216,46007,valencia,valencia,NO,NO,SI,5
66212,46014,valencia,valencia,SI,NO,NO,5
65003,46022,valencia,valencia,SI,NO,NO,5
65000,46007,valencia,valencia,SI,NO,NO,5
65002,46026,valencia,valencia,SI,NO,NO,5
43026,41970,valencina_de_la_concepcion,sevilla,SI,NO,NO,1
64004,46691,vallada,valencia,SI,NO,NO,1
10610,47011,valladolid,valladolid,NO,NO,NO,2
10600,47007,valladolid,valladolid,NO,NO,SI,2
5760,24892,cebanico,leon,NO,SI,NO,1
13503,48510,valle_de_trapaga_trapagaran,bizkaia,SI,NO,NO,2
5652,39600,camargo,cantabria,NO,SI,NO,4
70001,28031,madrid,madrid,SI,NO,NO,39
5300,33012,oviedo,asturias,NO,SI,NO,15
76004,43800,valls,tarragona,NO,NO,NO,2
5315,33190,grado,asturias,NO,SI,NO,4
5197,33770,vegadeo,asturias,NO,SI,NO,1
20102,24396,magaz_de_cepeda,leon,NO,NO,NO,2
5229,33450,castrillon,asturias,NO,SI,NO,6
20005,24350,villarejo_de_orbigo,leon,NO,NO,NO,1
11000,34200,venta_de_banos,palencia,NO,NO,NO,1
66205,46392,bunol,valencia,SI,NO,NO,3
11518,20305,irun,gipuzkoa,SI,NO,NO,2
5801,24008,leon,leon,NO,SI,NO,5
15400,33213,gijon,asturias,SI,SI,NO,11
10504,47150,viana_de_cega,valladolid,NO,NO,NO,1
77109,8500,vic,barcelona,SI,NO,NO,1
70100,28052,madrid,madrid,SI,NO,NO,39
54501,29003,malaga,malaga,SI,NO,NO,8
5575,33597,llanes,asturias,NO,SI,NO,11
14212,39315,torrelavega,cantabria,SI,NO,NO,7
8223,36201,vigo,pontevedra,NO,NO,NO,2
22308,36201,vigo,pontevedra,NO,NO,NO,2
76002,43886,vilabella,tarragona,NO,NO,NO,1
71709,8840,viladecans,barcelona,SI,NO,NO,1
78609,8232,viladecavalls,barcelona,SI,NO,NO,2
72204,8720,vilafranca_del_penedes,barcelona,SI,NO,NO,1
23008,36600,vilagarcia_de_arousa,pontevedra,NO,NO,SI,1
79311,17493,vilajuiga,girona,NO,NO,NO,1
79308,17469,vilamalla,girona,NO,NO,NO,1
20212,32340,vilamartin_de_valdeorras,ourense,NO,NO,NO,1
71700,8800,vilanova_i_la_geltru,barcelona,SI,NO,NO,1
65208,12540,vila_real,castellon,SI,NO,NO,1
71401,43480,vila_seca,tarragona,NO,NO,NO,1
79410,8340,vilassar_de_mar,barcelona,SI,NO,NO,2
5199,33778,castropol,asturias,NO,SI,NO,5
73009,43490,vilaverd,tarragona,NO,NO,NO,1
50207,23220,vilches,jaen,NO,NO,NO,1
50407,14640,villa_del_rio,cordoba,NO,NO,NO,1
5796,24193,villaquilambre,leon,NO,SI,NO,5
20008,24393,santa_marina_del_rey,leon,NO,NO,NO,1
15301,33422,llanera,asturias,SI,NO,NO,4
15305,33422,llanera,asturias,SI,NO,NO,4
60300,45860,villacanas,toledo,NO,NO,NO,1
15007,34340,villada,palencia,NO,NO,NO,1
5247,33159,cudillero,asturias,NO,SI,NO,11
20203,24565,carracedelo,leon,NO,NO,NO,1
67014,50490,villadoz,zaragoza,NO,NO,NO,1
40005,6220,villafranca_de_los_barros,badajoz,NO,NO,NO,1
80115,31330,villafranca,navarra,NO,NO,NO,1
67103,44394,villafranca_del_campo,teruel,NO,NO,NO,1
67016,44494,villahermosa_del_campo,teruel,NO,NO,NO,1
5561,33593,llanes,asturias,NO,SI,NO,11
10200,28400,collado_villalba,madrid,SI,NO,NO,1
16401,33406,aviles,asturias,SI,NO,NO,6
15123,33695,lena,asturias,SI,NO,NO,7
15112,24680,villamanin,leon,NO,NO,NO,2
5535,33583,teverga,asturias,NO,SI,NO,1
74216,22870,villanua,huesca,NO,NO,NO,1
37704,14440,villanueva_de_cordoba,cordoba,NO,NO,SI,1
78005,50830,villanueva_de_gallego,zaragoza,NO,NO,NO,1
37406,6700,villanueva_de_la_serena,badajoz,NO,NO,NO,1
43003,41808,olivares,sevilla,SI,NO,NO,1
40119,41350,villanueva_del_rio_y_minas,sevilla,SI,NO,NO,1
5279,33793,navia,asturias,NO,SI,NO,3
5777,24193,villaquilambre,leon,NO,SI,NO,5
11009,9118,villaquiran_de_los_infantes,burgos,NO,NO,NO,1
34011,37320,villar_de_gallimazo,salamanca,NO,NO,NO,1
43012,21850,villarrasa,huelva,NO,NO,NO,1
67013,50490,villarreal_de_huerva,zaragoza,NO,NO,NO,1
60500,2600,villarrobledo,albacete,NO,NO,NO,1
66004,45360,villarrubia_de_santiago,toledo,NO,NO,NO,1
60203,45740,villasequilla,toledo,NO,NO,NO,1
5785,24193,villaquilambre,leon,NO,SI,NO,5
5673,39793,ribamontan_al_monte,cantabria,NO,SI,NO,2
37001,28021,madrid,madrid,SI,NO,NO,39
60100,28021,madrid,madrid,SI,NO,NO,39
5493,48879,trucios_turtzioz,bizkaia,NO,SI,NO,1
5751,34869,santibanez_de_la_pena,palencia,NO,SI,NO,2
60902,3400,villena,alicante,NO,NO,SI,3
3309,3400,villena,alicante,NO,NO,NO,3
66109,16371,villora,cuenca,NO,NO,NO,1
73006,43430,vimbodi_i_poblet,tarragona,NO,NO,NO,1
73005,25440,vinaixa,lleida,NO,NO,NO,1
65312,12500,vinaros,castellon,NO,NO,NO,1
14236,39479,pielagos,cantabria,SI,NO,NO,5
5633,39509,cabezon_de_la_sal,cantabria,NO,SI,NO,4
51110,41013,sevilla,sevilla,SI,NO,NO,10
5104,15570,naron,coruna_a,NO,SI,NO,9
5955,30399,cartagena,murcia,NO,SI,NO,12
11208,1005,vitoria_gasteiz,araba,NO,NO,NO,1
5155,27869,viveiro,lugo,NO,SI,NO,3
5156,27869,viveiro,lugo,NO,SI,NO,3
64100,46800,xativa,valencia,SI,NO,NO,1
69107,46770,xeraco,valencia,SI,NO,NO,1
66214,46950,xirivella,valencia,SI,NO,NO,2
69200,46950,xirivella,valencia,SI,NO,NO,2
5208,33492,carreno,asturias,NO,SI,NO,7
5410,33937,siero,asturias,NO,SI,NO,17
5161,27878,xove,lugo,NO,SI,NO,4
5159,27878,xove,lugo,NO,SI,NO,4
5157,27877,xove,lugo,NO,SI,NO,4
5107,15570,naron,coruna_a,NO,SI,NO,9
66108,16373,yemeda,cuenca,NO,NO,NO,1
5762,24879,ercina_la,leon,NO,SI,NO,3
70202,19210,yunquera_de_henares,guadalajara,NO,NO,NO,1
13205,48003,bilbao,bizkaia,SI,NO,NO,14
40100,6300,zafra,badajoz,NO,NO,NO,2
40008,6300,zafra,badajoz,NO,NO,NO,2
5475,48860,zalla,bizkaia,NO,SI,NO,7
30200,49004,zamora,zamora,NO,NO,SI,1
5215,33449,carreno,asturias,NO,SI,NO,7
70806,50010,zaragoza,zaragoza,SI,NO,NO,5
70807,50006,zaragoza,zaragoza,SI,NO,NO,5
71100,50013,zaragoza,zaragoza,SI,NO,NO,5
5463,48820,guenes,bizkaia,NO,SI,NO,7
10204,28293,zarzalejo,madrid,NO,NO,NO,1
35009,28915,leganes,madrid,SI,NO,NO,3
13304,48013,bilbao,bizkaia,SI,NO,NO,14
5457,48013,bilbao,bizkaia,NO,SI,NO,14
78100,50800,zuera,zaragoza,NO,NO,NO,1
11400,20700,zumarraga,gipuzkoa,SI,NO,NO,1
14215,39479,pielagos,cantabria,SI,NO,NO,5