,cp,municipio_limpio,provincia,uds_guardia_civil
1693,44652,monroyo,teruel,1
1694,4470,laujar_de_andarax,almeria,1
1695,44700,montalban,teruel,1
1696,44760,utrillas,teruel,1
1697,44780,muniesa,teruel,1
1698,4500,finana,almeria,1
1699,45004,toledo,toledo,1
1700,4510,abla,almeria,1
1701,45100,sonseca,toledo,1
1702,45110,ajofrin,toledo,1
1703,45120,san_pablo_de_los_montes,toledo,1
1704,45122,arges,toledo,1
1705,45128,menasalbas,toledo,1
1706,45140,los_navalmorales,toledo,1
1707,45150,navahermosa,toledo,1
1708,45161,polan,toledo,1
1709,45164,galvez,toledo,1
1710,45165,san_martin_de_montalban,toledo,1
1711,45200,illescas,toledo,1
1712,45221,esquivias,toledo,1
1713,45222,borox,toledo,1
1714,45224,sese_a,toledo,1
1715,45250,a_over_de_tajo,toledo,1
1716,45280,olias_del_rey,toledo,1
1717,45300,oca_a,toledo,1
1718,45300,ocana,toledo,1
1719,45310,villatobas,toledo,1
1720,45311,dos_barrios,toledo,1
1721,45313,yepes,toledo,1
1722,45360,villarrubia_de_santiago,toledo,1
1723,45370,santa_cruz_de_la_zarza,toledo,1
1724,45400,mora,toledo,1
1725,45450,orgaz,toledo,1
1726,45470,los_yebene,toledo,1
1727,45470,los_yebenes,toledo,1
1728,45480,urda,toledo,1
1729,4550,gergal,almeria,1
1730,45500,torrijos,toledo,1
1731,45510,fuensalida,toledo,1
1732,45513,santa_cruz_del_retamar,toledo,1
1733,45516,la_puebla_de_montalban,toledo,1
1734,45517,escalonilla,toledo,1
1735,45520,villaluenga_de_la_sagra,toledo,1
1736,45530,santa_olalla,toledo,1
1737,45533,el_carpio_de_tajo,toledo,1
1738,45560,oropesa,toledo,1
1739,45570,el_puente_del_arzobispo,toledo,1
1740,45574,la_estrella,toledo,1
1741,45578,el_campillo_de_la_jara,toledo,1
1742,45593,bargas,toledo,1
1743,4560,gador,almeria,1
1744,45600,talavera_de_la_reina,toledo,1
1745,45610,navalcan,toledo,1
1746,45630,navamorcuende,toledo,1
1747,45645,hinojosa_de_sanvicente,toledo,1
1748,45650,espinoso_del_rey,toledo,1
1749,45660,belvis_de_la_jara,toledo,1
1750,45662,alcaudete_de_la_jara,toledo,1
1751,45680,cebolla,toledo,1
1752,45686,calera_y_chozas,toledo,1
1753,45690,la_pueblanueva,toledo,1
1754,45692,malpica_de_tajo,toledo,1
1755,45700,consuegra,toledo,1
1756,45710,madridejos,toledo,1
1757,45730,villafranca_de_los_caballeros,toledo,1
1758,45740,villasequilla,toledo,1
1759,45750,huerta_de_valdecarabanos,toledo,1
1760,45760,la_guardia,toledo,1
1761,45780,tembleque,toledo,1
1762,45790,quero,toledo,1
1763,45800,quintanar_de_la_orden,toledo,1
1764,45820,el_toboso,toledo,1
1765,45830,miguel_esteban,toledo,1
1766,45840,la_puebla_de_almoradiel,toledo,1
1767,45850,la_villa_de_don_fadrique,toledo,1
1768,45860,villaca_as,toledo,1
1769,45860,villacanas,toledo,1
1770,45870,lillo,toledo,1
1771,45880,corral_de_almaguer,toledo,1
1772,45900,almorox,toledo,1
1773,45910,escalona,toledo,1
1774,45918,pelahustan,toledo,1
1775,45920,la_torre_de_esteban_hambran,toledo,1
1776,45930,mentrida,toledo,1
1777,45940,valmojado,toledo,1
1778,4600,huercal_overa,almeria,1
1779,46007,valencia,valencia,1
1780,46016,tavernes_blanques,valencia,1
1781,46020,valencia,valencia,1
1782,46024,valencia,valencia,1
1783,4610,cuevas_de_almanzora,almeria,1
1784,46117,betera,valencia,1
1785,46130,massamagrell,valencia,1
1786,46133,moncada,valencia,1
1787,46140,ademuz,valencia,1
1788,46160,lliria,valencia,1
1789,46166,gestalgar,valencia,1
1790,46170,villar_del_arzobispo,valencia,1
1791,46171,casinos,valencia,1
1792,46176,chelva,valencia,1
1793,46179,aras_de_los_olmos,valencia,1
1794,46180,benaguasil,valencia,1
1795,46185,pobla_de_vallbona,valencia,1
1796,46190,riba_roja_de_turia,valencia,1
1797,46191,vilamarxant,valencia,1
1798,46195,llombai,valencia,1
1799,46199,cortes_de_pallas,valencia,1
1800,4620,vera,almeria,1
1801,46200,paiporta,valencia,1
1802,46220,picassent,valencia,1
1803,46230,alginet,valencia,1
1804,46240,carlet,valencia,1
1805,46260,alberic,valencia,1
1806,46270,villanueva_de_castellon,valencia,1
1807,46294,carcer,valencia,1
1808,4630,garrucha,almeria,1
1809,46300,utiel,valencia,1
1810,46320,sinarcas,valencia,1
1811,46330,camporrobles,valencia,1
1812,46340,requena,valencia,1
1813,46360,bunol,valencia,1
1814,46370,chiva,valencia,1
1815,46380,cheste,valencia,1
1816,4639,turre,almeria,1
1817,46392,siete_aguas,valencia,1
1818,4640,pulpi,almeria,1
1819,46400,cullera,valencia,1
1820,46410,sueca,valencia,1
1821,46420,el_perellonet,valencia,1
1822,46430,sollana,valencia,1
1823,46440,almussafes,valencia,1
1824,46460,silla,valencia,1
1825,4650,zurgena,almeria,1
1826,46500,sagunto,valencia,1
1827,46510,quartell,valencia,1
1828,46520,sagunto,valencia,1
1829,46530,puzol,valencia,1
1830,46540,el_puig,valencia,1
1831,46590,estivella,valencia,1
1832,46600,alzira,valencia,1
1833,46612,corbera_de_alzira,valencia,1
1834,46620,ayora,valencia,1
1835,46623,jarafuel,valencia,1
1836,46625,cofrentes,valencia,1
1837,46630,la_font_de_la_figuera,valencia,1
1838,46640,moixent,valencia,1
1839,46650,canals,valencia,1
1840,46688,polinya_de_xuquer,valencia,1
1841,46691,vallada,valencia,1
1842,46701,gandia,valencia,1
1843,46720,villalonga,valencia,1
1844,46740,carcaixent,valencia,1
1845,46750,simat_de_valldigna,valencia,1
1846,46760,tavernes_de_la_valldigna,valencia,1
1847,46780,oliva,valencia,1
1848,46790,xeresa,valencia,1
1849,46800,xativa,valencia,1
1850,46810,enguera,valencia,1
1851,46823,navarres,valencia,1
1852,46830,beniganim,valencia,1
1853,46841,castello_de_rugat,valencia,1
1854,46850,olleria,valencia,1
1855,46860,albaida,valencia,1
1856,46870,ontinyent,valencia,1
1857,46880,bocairent,valencia,1
1858,46910,alfafar,valencia,1
1859,46960,aldaia,valencia,1
1860,4700,el_ejido,almeria,1
1861,47005,valladolid,valladolid,1
1862,47006,zaratan,valladolid,1
1863,47012,valladolid,valladolid,1
1864,47100,tordesillas,valladolid,1
1865,47120,mota_del_marques,valladolid,1
1866,47140,laguna_de_duero,valladolid,1
1867,47151,boecillo,valladolid,1
1868,47160,portillo,valladolid,1
1869,47176,esguevillas_de_esgueva,valladolid,1
1870,4720,aguadulce_roquetas_de_mar,almeria,1
1871,47250,mojados,valladolid,1
1872,47260,cabezon_de_pisuerga,valladolid,1
1873,47300,penafiel,valladolid,1
1874,47313,cogeces_del_monte,valladolid,1
1875,47316,pinel_de_abajo,valladolid,1
1876,47320,tudela_de_duero,valladolid,1
1877,47350,quintanilla_de_onesimo,valladolid,1
1878,4738,vicar,almeria,1
1879,4740,roquetas_de_mar,almeria,1
1880,47400,medina_del_campo,valladolid,1
1881,47410,olmedo,valladolid,1
1882,47420,iscar,valladolid,1
1883,47480,fresno_el_viejo,valladolid,1
1884,4750,dalias,almeria,1
1885,47500,nava_del_rey,valladolid,1
1886,47520,castronuno,valladolid,1
1887,4760,berja,almeria,1
1888,47600,villalon_de_campos,valladolid,1
1889,47620,villanubla,valladolid,1
1890,47630,la_mudarra,valladolid,1
1891,47680,mayorga,valladolid,1
1892,4770,adra,almeria,1
1893,4770,el_ejido,almeria,1
1894,47800,medina_de_rioseco,valladolid,1
1895,4800,albox,almeria,1
1896,48007,bilbao,vizcaya,1
1897,48013,bilbao,vizcaya,1
1898,4810,oria,almeria,1
1899,48113,munguia,vizcaya,1
1900,4820,velez_rubio,almeria,1
1901,48200,durango,vizcaya,1
1902,4825,chirivel,almeria,1
1903,4830,velez_blanco,almeria,1
1904,48300,gernika_lumo,vizcaya,1
1905,4838,maria,almeria,1
1906,4850,cantoria,almeria,1
1907,48509,abanto_y_ciervana,vizcaya,1
1908,4857,albanchez,almeria,1
1909,4860,olula_del_rio,almeria,1
1910,4867,macael,almeria,1
1911,4870,purchena,almeria,1
1912,4880,tijola,almeria,1
1913,4890,seron,almeria,1
1914,48901,baracaldo,vizcaya,1
1915,48960,galdakao,vizcaya,1
1916,48980,santurce,vizcaya,1
1917,48991,getxo,vizcaya,1
1918,49007,zamora,zamora,1
1919,49110,castroverdedecampos,zamora,1
1920,49124,aspariegos,zamora,1
1921,49130,manganeses_de_la_lampreana,zamora,1
1922,49140,tabara,zamora,1
1923,49151,arcenillas,zamora,1
1924,49153,venialbo,zamora,1
1925,49160,carbajales_de_alba,zamora,1
1926,49167,muelas_del_pan,zamora,1
1927,49200,bermillo_de_sayago,zamora,1
1928,49220,fermoselle,zamora,1
1929,49300,puebla_de_sanabria,zamora,1
1930,49310,mombuey,zamora,1
1931,49332,camarzana_de_tera,zamora,1
1932,49350,el_puente,zamora,1
1933,49400,fuente_sauco,zamora,1
1934,49500,alcanices,zamora,1
1935,49510,fonfria,zamora,1
1936,49562,villardeciervos,zamora,1
1937,49570,lubian,zamora,1
1938,49600,benavente,zamora,1
1939,49630,villalpando,zamora,1
1940,49700,corrales_del_vino,zamora,1
1941,49800,toro,zamora,1
1942,50004,zaragoza,zaragoza,1
1943,50012,zaragoza,zaragoza,1
1944,5004,avila,avila,1
1945,50100,la_almunia_de_do_a_godina,zaragoza,1
1946,50130,belchite,zaragoza,1
1947,50153,villanueva_de_huerva,zaragoza,1
1948,50160,leci_ena,zaragoza,1
1949,50170,mequinenza,zaragoza,1
1950,50172,alfajarin,zaragoza,1
1951,50180,utebo,zaragoza,1
1952,50190,zaragoza,zaragoza,1
1953,50193,zaragoza,zaragoza,1
1954,50196,la_muela,zaragoza,1
1955,50200,ateca,zaragoza,1
1956,50219,munebrega,zaragoza,1
1957,50220,ariza,zaragoza,1
1958,50230,alhama_de_aragon,zaragoza,1
1959,50246,brea_de_aragon,zaragoza,1
1960,50260,morata_de_jalon,zaragoza,1
1961,50280,calatorao,zaragoza,1
1962,50290,epila,zaragoza,1
1963,50299,sabi_an,zaragoza,1
1964,50300,calatayud,zaragoza,1
1965,50313,ani_on,zaragoza,1
1966,50340,maluenda,zaragoza,1
1967,50360,daroca,zaragoza,1
1968,50400,cari_ena,zaragoza,1
1969,50450,muel,zaragoza,1
1970,50500,tarazona,zaragoza,1
1971,50540,borja,zaragoza,1
1972,50550,mallen,zaragoza,1
1973,50580,vera_de_moncayo,zaragoza,1
1974,50600,ejea_de_los_caballeros,zaragoza,1
1975,50610,luna,zaragoza,1
1976,50619,luesia,zaragoza,1
1977,50620,casetas,zaragoza,1
1978,50630,alagon,zaragoza,1
1979,50650,gallur,zaragoza,1
1980,50660,tauste,zaragoza,1
1981,50670,sadaba,zaragoza,1
1982,50680,sos_del_rey_catolico,zaragoza,1
1983,50684,salvatierra_de_esca,zaragoza,1
1984,50690,pedrola,zaragoza,1
1985,50700,caspe,zaragoza,1
1986,50710,maella,zaragoza,1
1987,50730,el_burgo_de_ebro,zaragoza,1
1988,50740,fuentes_de_ebro,zaragoza,1
1989,50750,pina_de_ebro,zaragoza,1
1990,50770,quinto,zaragoza,1
1991,50790,escatron,zaragoza,1
1992,50800,zuera,zaragoza,1
1993,5100,navaluenga,avila,1
1994,51001,ceuta,ceuta,1
1995,51002,ceuta,ceuta,1
1996,5110,barraco,avila,1
1997,5113,burgohondo,avila,1
1998,5148,cabezas_del_villar,avila,1
1999,5152,martinez,avila,1
2000,5164,villanueva_de_gomez,avila,1
2001,5200,arevalo,avila,1
2002,52005,melilla,melilla,1
2003,5220,madrigal_de_las_altas_torres,avila,1
2004,5230,navas_del_marques,avila,1
2005,5250,el_hoyo_de_pinares,avila,1
2006,5260,cebreros,avila,1
2007,5270,el_tiemblo,avila,1
2008,5296,adanero,avila,1
2009,5300,crespos,avila,1
2010,5310,fontiveros,avila,1
2011,5350,san_pedro,avila,1
2012,5400,arenas_de_san_pedro,avila,1
2013,5410,mombeltran,avila,1
2014,5420,sotillo_de_la_adrada,avila,1
2015,5430,la_adrada,avila,1
2016,5450,casavieja,avila,1
2017,5470,pedro_bernardo,avila,1
2018,5480,candeleda,avila,1
2019,5500,piedrahita,avila,1
2020,5530,mu_ogalindo,avila,1
2021,5600,el_barco_de_avila,avila,1
2022,5635,navarredonda,avila,1
2023,5695,la_horcajada,avila,1
2024,6001,badajoz,badajoz,1
2025,6002,badajoz,badajoz,1
2026,6006,badajoz,badajoz,1
2027,6006,caya,badajoz,1
2028,6009,badajoz,badajoz,1
2029,6100,olivenza,badajoz,1
2030,6105,cheles,badajoz,1
2031,6110,villanueva_del_fresno,badajoz,1
2032,6120,oliva_de_la_frontera,badajoz,1
2033,6129,zahinos,badajoz,1
2034,6130,valverde_de_leganes,badajoz,1
2035,6131,alconchel,badajoz,1
2036,6132,higuera_de_vargas,badajoz,1
2037,6140,talavera_la_real,badajoz,1
2038,6150,santa_marta_de_los_barros,badajoz,1
2039,6160,barcarrota,badajoz,1
2040,6170,la_albuera,badajoz,1
2041,6171,almendral,badajoz,1
2042,6175,salvatierra_de_los_barros,badajoz,1
2043,6176,la_parra,badajoz,1
2044,6186,guadiana_del_caudillo,badajoz,1
2045,6190,la_roca_de_la_sierra,badajoz,1
2046,6192,villar_del_rey,badajoz,1
2047,6195,badajoz,badajoz,1
2048,6200,almendralejo,badajoz,1
2049,6207,aceuchal,badajoz,1
2050,6209,solana_de_los_barros,badajoz,1
2051,6220,villafranca_de_los_barros,badajoz,1
2052,6225,ribera_del_fresno,badajoz,1
2053,6228,hornachos,badajoz,1
2054,6230,los_santos_de_maimona,badajoz,1
2055,6240,fuente_de_cantos,badajoz,1
2056,6250,bienvenida,badajoz,1
2057,6260,monesterio,badajoz,1
2058,6270,segura_de_leon,badajoz,1
2059,6280,fuentes_de_leon,badajoz,1
2060,6290,usagre,badajoz,1
2061,6300,zafra,badajoz,1
2062,6330,valencia_del_ventoso,badajoz,1
2063,6340,fregenal_de_la_sierra,badajoz,1
2064,6350,higuera_la_real,badajoz,1
2065,6355-217,vilar_formoso,salamanca,1
2066,6360,fuente_del_maestre,badajoz,1
2067,6370,burguillos_del_cerro,badajoz,1
2068,6380,jerez_de_los_caballeros,badajoz,1
2069,6400,don_benito,badajoz,1
2070,6410,santa_amalia,badajoz,1
2071,6411,medellin,badajoz,1
2072,6420,castuera,badajoz,1
2073,6427,monterrubio_de_la_serena,badajoz,1
2074,6430,zalamea_de_la_serena,badajoz,1
2075,6443,campillo_de_llerena,badajoz,1
2076,6444,valencia_de_las_torres,badajoz,1
2077,6450,quintana_de_la_serena,badajoz,1
2078,6460,campanario,badajoz,1
2079,6470,guarena,badajoz,1
2080,6474,valdetorre,badajoz,1
2081,6480,montijo,badajoz,1
2082,6486,la_nava_de_santiago,badajoz,1
2083,6487,cordovilla_de_lacara,badajoz,1
2084,6498,lobon,badajoz,1
2085,6500,san_vicente_de_alcantara,badajoz,1
2086,6510,alburquerque,badajoz,1
2087,6600,cabeza_del_buey,badajoz,1
2088,6610,el_bonillo,albacete,1
2089,6610,penalsordo,badajoz,1
2090,6630,puebla_de_alcocer,badajoz,1
2091,6640,talarrubias,badajoz,1
2092,6650,siruela,badajoz,1
2093,6660,fuenlabrada_de_los_montes,badajoz,1
2094,6670,herrera_del_duque,badajoz,1
2095,6680,castilblanco,badajoz,1
2096,6689,valdecaballeros,badajoz,1
2097,6692,helechosa_de_los_montes,badajoz,1
2098,6700,villanueva_de_la_serena,badajoz,1
2099,6716,villar_de_rena,badajoz,1
2100,6720,valdivia,badajoz,1
2101,6740,orellana_la_vieja,badajoz,1
2102,6760,navalvillar_de_pela,badajoz,1
2103,6770,casas_de_don_pedro,badajoz,1
2104,6800,merida,badajoz,1
2105,6840,alange,badajoz,1
2106,6850,arroyo_de_san_servan,badajoz,1
2107,6870,la_garrovilla,badajoz,1
2108,6890,valverde_de_merida,badajoz,1
2109,6893,san_pedro_de_merida,badajoz,1
2110,6900,llerena,badajoz,1
2111,6906,puebla_del_maestre,badajoz,1
2112,6910,granja_de_torrehermosa,badajoz,1
2113,6920,azuaga,badajoz,1
2114,6927,valverde_de_llerena,badajoz,1
2115,6930,berlanga,badajoz,1
2116,6950,villagarcia_de_la_torre,badajoz,1
2117,7000,palma_de_mallorca,illes_balears,1
2118,7006,base_aerea_de_son_san_joan,illes_balears,1
2119,7006,palma_de_mallorca,illes_balears,1
2120,7009,pont_d_inca_marratxi,illes_balears,1
2121,7012,palma_de_mallorca,illes_balears,1
2122,7015,palma_de_mallorca,illes_balears,1
2123,7057,mercadal_menorca,illes_balears,1
2124,7060,ciudadela_de_menorca,illes_balears,1
2125,7100,soller,illes_balears,1
2126,7141,pont_d_inca_marratxi,illes_balears,1
2127,7150,andratx,illes_balears,1
2128,7160,paguera_calvia,illes_balears,1
2129,7180,santa_ponca_calvia,illes_balears,1
2130,7180,santa_ponsa_calvia,illes_balears,1
2131,7181,magalluf_calvia,illes_balears,1
2132,7181,palmanova_calvia,illes_balears,1
2133,7190,esporlas,illes_balears,1
2134,7190,esporles,illes_balears,1
2135,7200,felanitx,illes_balears,1
2136,7210,algaida,illes_balears,1
2137,7240,san_joan,illes_balears,1
2138,7240,sant_joan,illes_balears,1
2139,7250,villafranca_de_bonany,illes_balears,1
2140,7300,inca,illes_balears,1
2141,7350,binissalem,illes_balears,1
2142,7410,puerto_de_alcudia,illes_balears,1
2143,7420,sa_pobla,illes_balears,1
2144,7440,playas_de_muro,illes_balears,1
2145,7450,santa_margarita,illes_balears,1
2146,7470,puerto_de_pollensa,illes_balears,1
2147,7500,manacor,illes_balears,1
2148,7510,sineu,illes_balears,1
2149,7560,cala_millor_son_servera,illes_balears,1
2150,7570,arta,illes_balears,1
2151,7590,arta,illes_balears,1
2152,7610,s_arenal_llucmajor,illes_balears,1
2153,7620,algaida,illes_balears,1
2154,7620,llucmajor,illes_balears,1
2155,7630,campos,illes_balears,1
2156,7650,santanyi,illes_balears,1
2157,7660,santanyi,illes_balears,1
2158,7680,porto_cristo,illes_balears,1
2159,7702,mahon,illes_balears,1
2160,7800,ibiza,illes_balears,1
2161,7810,sant_joan_de_labritja,illes_balears,1
2162,7817,sant_josep_de_sa_talaia,illes_balears,1
2163,7820,sant_antoni_de_portmany,illes_balears,1
2164,7840,santa_eulalia_del_rio,illes_balears,1
2165,7860,formentera,illes_balears,1
2166,8001,barcelona,barcelona,1
2167,8025,barcelona,barcelona,1
2168,8028,barcelona,barcelona,1
2169,8038,barcelona,barcelona,1
2170,8042,barcelona,barcelona,1
2171,8100,mollet_del_valles,barcelona,1
2172,8214,badia_del_valles,barcelona,1
2173,8223,terrassa,barcelona,1
2174,8240,manresa,barcelona,1
2175,8242,manresa,barcelona,1
2176,8280,calaf,barcelona,1
2177,8292,esparreguera,barcelona,1
2178,8320,el_masnou,barcelona,1
2179,8330,premia_de_mar,barcelona,1
2180,8360,canet_de_mar,barcelona,1
2181,8370,calella,barcelona,1
2182,8390,montgat,barcelona,1
2183,8420,canovelles,barcelona,1
2184,8500,vic,barcelona,1
2185,8600,berga,barcelona,1
2186,8620,sant_vicen_dels_horts,barcelona,1
2187,8640,olesa_de_montserrat,barcelona,1
2188,8700,igualada,barcelona,1
2189,8720,vilafranca_del_penedes,barcelona,1
2190,8737,torrelles_de_foix,barcelona,1
2191,8740,san_andres_de_la_barca,barcelona,1
2192,8740,sant_andreu_de_la_barca,barcelona,1
2193,8760,martorell,barcelona,1
2194,8777,san_quintin_de_mediona,barcelona,1
2195,8786,capellades,barcelona,1
2196,8790,gelida,barcelona,1
2197,8800,vilanova_i_la_geltru,barcelona,1
2198,8820,el_prat_de_llobregat,barcelona,1
2199,8850,gava,barcelona,1
2200,9001,burgos,burgos,1
2201,9006,burgos,burgos,1
2202,9007,burgos,burgos,1
2203,9100,melgar_de_fernamental,burgos,1
2204,9110,castrojeriz,burgos,1
2205,9120,villadiego,burgos,1
2206,9140,sotopalacios,burgos,1
2207,9141,quintanilla_sobresierra,burgos,1
2208,9142,sedano,burgos,1
2209,9192,villafria,burgos,1
2210,9200,miranda_de_ebro,burgos,1
2211,9210,quintana_martin_galindez,burgos,1
2212,9215,condado_de_trevi_o,burgos,1
2213,9215,la_puebla_de_arganzon,burgos,1
2214,9230,buniel,burgos,1
2215,9240,briviesca,burgos,1
2216,9250,belorado,burgos,1
2217,9260,pradoluengo,burgos,1
2218,9280,pancorbo,burgos,1
2219,9294,la_puebla_de_arganzon,burgos,1
2220,9300,roa_de_duero,burgos,1
2221,9310,torresandino,burgos,1
2222,9340,lerma,burgos,1
2223,9342,santa_maria_del_campo,burgos,1
2224,9346,covarrubias,burgos,1
2225,9400,aranda_de_duero,burgos,1
2226,9430,huerta_del_rey,burgos,1
2227,9500,medina_de_pomar,burgos,1
2228,9510,quincoces_de_yuso,burgos,1
2229,9530,o_a,burgos,1
2230,9550,villarcayo,burgos,1
2231,9560,espinosa_de_los_monteros,burgos,1
2232,9572,soncillo,burgos,1
2233,9580,villasana_de_mena,burgos,1
2234,9600,salas_de_los_infantes,burgos,1
2235,9660,hontoria_del_pinar,burgos,1
2236,9670,quintanar_de_la_sierra,burgos,1
